parents,clones,t1,t2,t3
1057,1057,4055,13991,38717
1058,1058,4055,16892,28993
1059,1059,4055,14304,30974
1060,1060,4045,13386,28550
1061,1061,4045,25072,22193
1062,1062,4036,16256,34916
1063,1063,4036,11362,25362
1064,1064,4036,9735,15798
1065,1065,4036,14346,29927
1066,1066,4026,22265,35624
1067,1067,4026,17591,28116
1068,1068,4017,14388,26192
1069,1069,4017,14012,27616
1070,1070,4017,15828,31389
1071,1071,4017,13198,25937
1072,1072,4017,12969,21165
1073,1073,4007,16610,37689
1074,1074,4007,18613,38802
1075,1075,4007,20377,48611
1076,1076,4007,21910,40887
1077,1077,3998,19114,40821
1078,1078,3998,14910,27031
1079,1079,3998,11613,26333
1080,1080,3998,8545,16873
1081,1081,3988,9338,11450
1082,1082,3988,15275,33492
1083,1083,3978,12833,22768
1084,1084,3969,15963,33266
1085,1085,3969,25354,49243
1086,1086,3969,9964,20656
1087,1087,3950,17862,33634
1088,1088,3950,12844,28871
1089,1089,3950,11790,22202
1090,1090,3950,13856,39566
1091,1091,3950,14023,32870
1092,1092,3940,19240,37642
1093,1093,3940,15849,29786
1094,1094,3931,14878,35020
1095,1095,3931,28849,75473
1096,1096,3921,11331,17694
1097,1097,3921,18520,34879
1098,1098,3911,11560,29738
1099,1099,3911,7470,16619
1100,1100,3911,18645,36039
1101,1101,3902,18280,31398
1102,1102,3902,21869,28182
1103,1103,3902,10152,21429
1104,1104,3892,15348,19675
1105,1105,3883,8138,18250
1106,1106,3883,8503,16987
1107,1107,3873,17466,28880
1108,1108,3873,11863,22231
1109,1109,3873,15129,38104
1110,1110,3864,12917,23202
1111,1111,3854,10496,26475
1112,1112,3854,17361,23155
1113,1113,3845,16266,33492
1114,1114,3845,17497,41236
1115,1115,3845,25875,51045
1116,1116,3845,10089,16647
1117,1117,3835,13418,26824
1118,1118,3835,15452,37595
1119,1119,3835,11498,24626
1120,1120,3825,12698,25192
1121,1121,3816,8900,17090
1122,1122,3816,16527,26579
1123,1123,3816,16151,12686
1124,1124,3816,19250,34134
1125,1125,3816,16788,32709
1126,1126,3797,16850,45810
1127,1127,3787,16610,33030
1128,1128,3787,14524,21891
1129,1129,3778,9161,14261
1130,1130,3758,11435,24824
1131,1131,3758,18833,34124
1132,1132,3758,10454,19146
1133,1133,3758,22286,51912
1134,1134,3758,10319,17845
1135,1135,3758,19271,46593
1136,1136,3758,15859,27324
1137,1137,3758,9234,20646
1138,1138,3749,9599,20363
1139,1139,3749,7867,11394
1140,1140,3749,8117,13120
1141,1141,3739,12072,18345
1142,1142,3739,15817,37350
1143,1143,3739,13251,21306
1144,1144,3739,17476,24409
1145,1145,3739,14690,27277
1146,1146,3730,15296,38661
1147,1147,3720,10767,19458
1148,1148,3720,12416,13667
1149,1149,3711,13292,22202
1150,1150,3692,13511,42386
1151,1151,3692,10329,20099
1152,1152,3692,12531,27937
1153,1153,3692,13094,20674
1154,1154,3682,7157,9592
1155,1155,3682,10350,14431
1156,1156,3682,14534,24391
1157,1157,3682,10214,22146
1158,1158,3682,15765,26079
1159,1159,3682,10601,16402
1160,1160,3672,11863,26267
1161,1161,3663,19845,40255
1162,1162,3653,24102,59656
1163,1163,3653,14221,40179
1164,1164,3653,7533,8262
1165,1165,3653,17184,44178
1166,1166,3644,12103,19467
1167,1167,3644,13908,39566
1168,1168,3644,13751,25918
1169,1169,3634,12729,24164
1170,1170,3634,13251,21108
1171,1171,3625,8274,10073
1172,1172,3625,9453,14299
1173,1173,3625,17309,31332
1174,1174,3615,15786,39283
1175,1175,3615,11675,20618
1176,1176,3615,11560,21646
1177,1177,3615,14983,42811
1178,1178,3605,15995,49781
1179,1179,3596,15890,28182
1180,1180,3596,9171,19392
1181,1181,3586,17038,34765
1182,1182,3577,14304,19448
1183,1183,3577,14795,28493
1184,1184,3567,12593,30172
1185,1185,3567,9933,21108
1186,1186,3567,12552,32445
1187,1187,3558,14680,25287
1188,1188,3558,10987,18543
1189,1189,3558,12332,26871
1190,1190,3558,13605,23381
1191,1191,3558,19448,45640
1192,1192,3548,14023,33247
1193,1193,3539,12645,31747
1194,1194,3529,11007,16524
1195,1195,3529,13115,21137
1196,1196,3519,11237,27060
1197,1197,3519,14461,29550
1198,1198,3510,13073,29125
1199,1199,3510,10121,29484
1200,1200,3510,13887,26041
1201,1201,3500,13073,24089
1202,1202,3500,11466,16524
1203,1203,3500,14450,33624
1204,1204,3500,8597,13365
1205,1205,3491,8107,20099
1206,1206,3491,7919,18986
1207,1207,3491,13397,22212
1208,1208,3481,10152,17345
1209,1209,3472,11915,20448
1210,1210,3472,18280,35803
1211,1211,3472,10454,26899
1212,1212,3462,14784,24730
1213,1213,3462,14085,25126
1214,1214,3462,9954,21203
1215,1215,3452,7502,10328
1216,1216,3452,10402,14167
1217,1217,3452,9714,13440
1218,1218,3443,7648,16883
1219,1219,3443,11279,19222
1220,1220,3443,14951,25475
1221,1221,3443,18989,35794
1222,1222,3433,12812,18411
1223,1223,3433,12301,27069
1224,1224,3433,12510,32247
1225,1225,3433,9964,21137
1226,1226,3433,12823,18449
1227,1227,3424,14002,23759
1228,1228,3424,9766,17109
1229,1229,3405,7064,8526
1230,1230,3405,9328,11941
1231,1231,3395,13877,35746
1232,1232,3395,14336,22815
1233,1233,3395,12635,24985
1234,1234,3385,8336,20090
1235,1235,3385,8952,22268
1236,1236,3385,7585,15015
1237,1237,3376,15181,24683
1238,1238,3376,7064,8451
1239,1239,3376,12948,19599
1240,1240,3357,16537,36171
1241,1241,3357,7669,19873
1242,1242,3357,8482,22844
1243,1243,3357,11988,29559
1244,1244,3347,10068,29852
1245,1245,3347,10893,24655
1246,1246,3347,11675,26230
1247,1247,3347,12614,22466
1248,1248,3338,11644,27154
1249,1249,3338,2942,8621
1250,1250,3338,10767,18741
1251,1251,3338,17309,34360
1252,1252,3328,15504,29738
1253,1253,3328,13021,24126
1254,1254,3319,10715,20806
1255,1255,3319,13324,28361
1256,1256,3319,12416,25598
1257,1257,3319,9526,13176
1258,1258,3309,12948,18986
1259,1259,3309,16443,23400
1260,1260,3309,13772,39849
1261,1261,3299,11654,17496
1262,1262,3299,12531,26947
1263,1263,3299,20168,35058
1264,1264,3299,9161,14468
1265,1265,3280,7460,13374
1266,1266,3280,13271,24626
1267,1267,3271,9244,18222
1268,1268,3271,16735,27635
1269,1269,3271,12374,27314
1270,1270,3261,10214,17553
1271,1271,3261,10611,27211
1272,1272,3252,17048,33058
1273,1273,3252,8775,17222
1274,1274,3252,9171,17119
1275,1275,3252,7637,12507
1276,1276,3242,5592,8687
1277,1277,3242,12562,28408
1278,1278,3242,13950,24060
1279,1279,3232,12124,18364
1280,1280,3232,13678,23495
1281,1281,3232,13136,25107
1282,1282,3223,14638,28720
1283,1283,3223,10861,23164
1284,1284,3223,11665,29238
1285,1285,3223,9661,19505
1286,1286,3213,14012,17166
1287,1287,3204,10079,18401
1288,1288,3204,15629,34454
1289,1289,3204,12489,36001
1290,1290,3194,10507,19260
1291,1291,3185,17779,35850
1292,1292,3185,11404,30323
1293,1293,3175,9808,14723
1294,1294,3175,12072,19241
1295,1295,3175,12406,23410
1296,1296,3175,11373,18005
1297,1297,3175,11863,23249
1298,1298,3175,13063,27267
1299,1299,3175,10214,20099
1300,1300,3175,6657,18505
1301,1301,3175,11227,21816
1302,1302,3166,11216,21250
1303,1303,3156,8952,23579
1304,1304,3156,14450,25315
1305,1305,3156,8942,14129
1306,1306,3146,11039,20005
1307,1307,3146,17768,48894
1308,1308,3146,17476,43320
1309,1309,3137,5467,7942
1310,1310,3137,5874,12657
1311,1311,3137,11790,31813
1312,1312,3137,10914,27843
1313,1313,3137,12353,31238
1314,1314,3137,6531,15600
1315,1315,3127,14085,19694
1316,1316,3127,9849,15449
1317,1317,3127,13334,25570
1318,1318,3127,13689,25551
1319,1319,3118,6062,15911
1320,1320,3118,15337,26183
1321,1321,3118,9933,15789
1322,1322,3118,12958,31738
1323,1323,3108,9369,29040
1324,1324,3108,11633,28041
1325,1325,3108,11268,19892
1326,1326,3108,13929,33445
1327,1327,3108,8222,15902
1328,1328,3099,8994,21269
1329,1329,3099,7262,9422
1330,1330,3089,11592,18731
1331,1331,3089,10924,13082
1332,1332,3089,10308,19326
1333,1333,3089,10538,16572
1334,1334,3089,8691,22881
1335,1335,3079,16005,37614
1336,1336,3079,11665,31351
1337,1337,3079,10287,21929
1338,1338,3079,12520,23155
1339,1339,3070,12270,26890
1340,1340,3070,10402,15232
1341,1341,3070,9954,20844
1342,1342,3060,10788,17307
1343,1343,3060,10006,18477
1344,1344,3051,12155,30380
1345,1345,3051,12948,28682
1346,1346,3051,10830,23504
1347,1347,3051,13240,30851
1348,1348,3051,7930,13384
1349,1349,3051,11581,25843
1350,1350,3051,6563,13101
1351,1351,3041,10976,25004
1352,1352,3041,9860,20637
1353,1353,3041,15473,28295
1354,1354,3041,9088,23796
1355,1355,3041,12395,25862
1356,1356,3041,7032,9734
1357,1357,3041,10277,19712
1358,1358,3032,12562,19448
1359,1359,3022,12990,30653
1360,1360,3022,12479,22363
1361,1361,3022,9985,16185
1362,1362,3022,10945,16241
1363,1363,3013,12760,17713
1364,1364,3013,6344,14497
1365,1365,3013,8243,19769
1366,1366,3013,6448,11205
1367,1367,3013,11206,25654
1368,1368,3013,8566,15063
1369,1369,3003,17706,40085
1370,1370,3003,12416,24174
1371,1371,3003,12739,22646
1372,1372,2993,10715,23891
1373,1373,2984,15296,34737
1374,1374,2984,5519,5716
1375,1375,2984,15859,40340
1376,1376,2974,11717,27682
1377,1377,2974,12990,30568
1378,1378,2974,11665,17543
1379,1379,2974,9839,18184
1380,1380,2965,8889,16383
1381,1381,2965,7950,19618
1382,1382,2955,12249,36737
1383,1383,2955,10987,23117
1384,1384,2946,11101,11054
1385,1385,2946,7888,25051
1386,1386,2936,13543,23910
1387,1387,2936,17048,33917
1388,1388,2936,18833,24164
1389,1389,2926,5175,8828
1390,1390,2926,9651,16911
1391,1391,2926,8274,12158
1392,1392,2926,10413,26135
1393,1393,2917,8493,13054
1394,1394,2917,15129,35096
1395,1395,2907,10955,15977
1396,1396,2907,18019,33907
1397,1397,2898,11227,20457
1398,1398,2898,7846,12818
1399,1399,2898,9495,13601
1400,1400,2888,14377,22947
1401,1401,2888,15963,30898
1402,1402,2888,13616,30578
1403,1403,2888,8472,15195
1404,1404,2888,10715,22306
1405,1405,2888,11133,19505
1406,1406,2879,7731,13337
1407,1407,2869,8952,16100
1408,1408,2869,10559,22712
1409,1409,2869,9933,25966
1410,1410,2860,9828,14732
1411,1411,2860,9839,15374
1412,1412,2860,10809,25145
1413,1413,2860,9672,21014
1414,1414,2860,14576,24890
1415,1415,2860,10225,19873
1416,1416,2850,10214,19552
1417,1417,2850,14440,25909
1418,1418,2850,12009,21759
1419,1419,2850,13689,24126
1420,1420,2840,13292,27777
1421,1421,2840,9964,11365
1422,1422,2840,9390,19609
1423,1423,2840,10569,19033
1424,1424,2831,13188,23985
1425,1425,2831,8243,11526
1426,1426,2821,5300,7668
1427,1427,2821,14555,31464
1428,1428,2821,14534,27267
1429,1429,2821,11080,20618
1430,1430,2812,15755,41745
1431,1431,2812,6730,11884
1432,1432,2812,5039,8677
1433,1433,2812,9359,11007
1434,1434,2802,4758,8611
1435,1435,2802,15254,33285
1436,1436,2802,11477,23419
1437,1437,2802,7105,14374
1438,1438,2802,8524,14016
1439,1439,2802,8848,21816
1440,1440,2793,13042,30436
1441,1441,2793,12009,24513
1442,1442,2793,6166,6640
1443,1443,2783,6625,12591
1444,1444,2783,6730,13855
1445,1445,2783,5457,10196
1446,1446,2783,10079,16666
1447,1447,2783,8931,26428
1448,1448,2773,11195,22523
1449,1449,2773,9390,14242
1450,1450,2773,14064,31512
1451,1451,2773,8190,14148
1452,1452,2773,7230,16194
1453,1453,2773,6834,11045
1454,1454,2764,5603,8168
1455,1455,2764,10225,22391
1456,1456,2764,9818,16421
1457,1457,2764,12656,18864
1458,1458,2764,16235,30861
1459,1459,2754,10903,18222
1460,1460,2754,10767,21570
1461,1461,2754,11404,23080
1462,1462,2754,14617,34850
1463,1463,2754,9025,20099
1464,1464,2754,10997,14930
1465,1465,2745,6177,13553
1466,1466,2745,7783,12271
1467,1467,2745,9265,20165
1468,1468,2745,4925,7942
1469,1469,2745,6051,11978
1470,1470,2735,11915,23080
1471,1471,2735,12499,28022
1472,1472,2735,8399,19420
1473,1473,2726,11633,11997
1474,1474,2726,10079,16147
1475,1475,2726,11227,25626
1476,1476,2716,9661,22523
1477,1477,2716,8201,20052
1478,1478,2716,10851,27192
1479,1479,2716,18478,43754
1480,1480,2716,8545,20344
1481,1481,2706,10277,18505
1482,1482,2706,12030,26456
1483,1483,2706,7679,18665
1484,1484,2706,11362,19835
1485,1485,2706,10027,21127
1486,1486,2697,4549,9705
1487,1487,2697,11289,12648
1488,1488,2697,11905,20391
1489,1489,2687,10298,23561
1490,1490,2687,7366,18411
1491,1491,2687,10674,25890
1492,1492,2687,11790,18175
1493,1493,2687,5905,7281
1494,1494,2687,11779,22655
1495,1495,2687,11926,14185
1496,1496,2678,10340,19750
1497,1497,2678,5676,8856
1498,1498,2678,11675,22344
1499,1499,2678,10872,18845
1500,1500,2678,9453,16930
1501,1501,2668,5498,7583
1502,1502,2668,9787,23579
1503,1503,2668,15045,22014
1504,1504,2668,10914,17845
1505,1505,2668,10058,17675
1506,1506,2668,7283,20042
1507,1507,2668,7053,16572
1508,1508,2668,9943,14572
1509,1509,2668,11362,18816
1510,1510,2659,8482,15129
1511,1511,2659,5415,10243
1512,1512,2659,12301,28776
1513,1513,2659,18405,33879
1514,1514,2659,10402,18354
1515,1515,2649,5300,7423
1516,1516,2649,9109,10875
1517,1517,2649,9672,16204
1518,1518,2649,8722,22382
1519,1519,2649,9286,17703
1520,1520,2640,10486,22202
1521,1521,2640,14096,27145
1522,1522,2640,13626,34011
1523,1523,2640,12666,22485
1524,1524,2640,10173,17439
1525,1525,2640,10517,17232
1526,1526,2640,16026,25324
1527,1527,2630,7450,15732
1528,1528,2630,10110,15081
1529,1529,2630,9787,21731
1530,1530,2620,13167,20495
1531,1531,2620,12771,23164
1532,1532,2620,8775,23579
1533,1533,2620,16402,30502
1534,1534,2620,7450,11780
1535,1535,2620,10214,24306
1536,1536,2620,10214,19920
1537,1537,2620,7543,14204
1538,1538,2611,9056,13497
1539,1539,2611,9974,21561
1540,1540,2611,10089,21910
1541,1541,2611,13115,24287
1542,1542,2611,6323,7404
1543,1543,2611,7961,15053
1544,1544,2611,9954,22693
1545,1545,2601,7710,14968
1546,1546,2601,11060,24277
1547,1547,2592,7971,12308
1548,1548,2592,5227,16713
1549,1549,2592,7178,16723
1550,1550,2592,6865,13384
1551,1551,2582,5352,6763
1552,1552,2582,6364,11601
1553,1553,2582,11519,21957
1554,1554,2573,10976,22995
1555,1555,2573,9828,15911
1556,1556,2563,5133,11224
1557,1557,2553,13856,35784
1558,1558,2553,6396,4735
1559,1559,2553,14002,17637
1560,1560,2553,9035,15676
1561,1561,2544,13157,19467
1562,1562,2544,6688,16006
1563,1563,2534,5582,11950
1564,1564,2534,15233,26324
1565,1565,2534,3923,11101
1566,1566,2534,10350,27333
1567,1567,2534,13950,29521
1568,1568,2525,6302,13912
1569,1569,2525,16652,28022
1570,1570,2525,7752,14374
1571,1571,2525,7137,8658
1572,1572,2525,8691,17034
1573,1573,2515,5770,15855
1574,1574,2515,8576,19627
1575,1575,2515,7982,16656
1576,1576,2515,10267,21052
1577,1577,2506,8222,8743
1578,1578,2506,8326,12544
1579,1579,2506,8316,20759
1580,1580,2506,5843,11035
1581,1581,2506,9328,21589
1582,1582,2506,7251,7828
1583,1583,2506,8733,16713
1584,1584,2506,8201,10167
1585,1585,2506,10121,23051
1586,1586,2506,14795,29738
1587,1587,2506,7168,8404
1588,1588,2496,13814,37086
1589,1589,2496,6865,17034
1590,1590,2496,7961,22004
1591,1591,2496,6698,16025
1592,1592,2496,9244,15930
1593,1593,2496,9985,15308
1594,1594,2496,7168,19656
1595,1595,2487,7470,15289
1596,1596,2487,6312,13808
1597,1597,2487,8326,18269
1598,1598,2477,8858,18232
1599,1599,2477,9536,19118
1600,1600,2477,13334,27088
1601,1601,2477,7366,13761
1602,1602,2477,7199,15893
1603,1603,2477,6031,13063
1604,1604,2467,11999,20514
1605,1605,2467,19532,33058
1606,1606,2467,9588,15770
1607,1607,2467,7773,12365
1608,1608,2467,9776,19212
1609,1609,2458,11070,22004
1610,1610,2458,9234,24485
1611,1611,2458,10517,17062
1612,1612,2458,5133,10526
1613,1613,2448,9724,12799
1614,1614,2448,4966,11667
1615,1615,2448,11007,22297
1616,1616,2448,10486,23174
1617,1617,2448,8472,16855
1618,1618,2448,4528,7979
1619,1619,2448,9682,15044
1620,1620,2448,6563,10931
1621,1621,2439,7251,16345
1622,1622,2439,8576,14525
1623,1623,2429,5634,10375
1624,1624,2429,9484,15553
1625,1625,2429,9755,14912
1626,1626,2429,5916,6508
1627,1627,2420,6208,7828
1628,1628,2410,8462,20439
1629,1629,2410,4184,5329
1630,1630,2410,7543,13799
1631,1631,2410,9682,17053
1632,1632,2410,5916,15855
1633,1633,2410,5279,11290
1634,1634,2400,5843,10054
1635,1635,2400,6980,15496
1636,1636,2400,6093,14167
1637,1637,2400,6302,13280
1638,1638,2400,4872,12271
1639,1639,2391,8441,20382
1640,1640,2391,12207,16949
1641,1641,2391,9974,17845
1642,1642,2391,9995,16194
1643,1643,2391,9077,17826
1644,1644,2391,10277,22787
1645,1645,2381,10350,20637
1646,1646,2381,4445,5772
1647,1647,2381,8462,13195
1648,1648,2381,12885,22174
1649,1649,2372,8722,20307
1650,1650,2372,11101,24909
1651,1651,2372,7992,13752
1652,1652,2372,9088,22372
1653,1653,2372,5321,9300
1654,1654,2372,10006,19118
1655,1655,2362,6688,13280
1656,1656,2362,8816,14987
1657,1657,2362,6156,11073
1658,1658,2353,8712,7913
1659,1659,2353,10434,15129
1660,1660,2353,8785,15195
1661,1661,2353,8482,16496
1662,1662,2353,11133,20005
1663,1663,2353,12009,16392
1664,1664,2353,10726,21165
1665,1665,2343,6980,15006
1666,1666,2343,15358,27352
1667,1667,2343,9109,11469
1668,1668,2343,8535,12799
1669,1669,2343,10068,24768
1670,1670,2334,6792,14214
1671,1671,2334,10183,22900
1672,1672,2334,6511,10101
1673,1673,2334,6709,13129
1674,1674,2334,6135,9941
1675,1675,2334,7752,10215
1676,1676,2324,9223,13987
1677,1677,2324,5425,12752
1678,1678,2324,2775,2924
1679,1679,2324,10246,21608
1680,1680,2324,9380,19250
1681,1681,2324,11873,22834
1682,1682,2324,6917,20420
1683,1683,2314,3996,7819
1684,1684,2314,9150,20854
1685,1685,2314,5311,9705
1686,1686,2314,12583,22485
1687,1687,2314,4966,7913
1688,1688,2305,6302,9668
1689,1689,2305,14054,24673
1690,1690,2305,8639,16864
1691,1691,2305,13345,28427
1692,1692,2305,8942,15327
1693,1693,2295,7345,15327
1694,1694,2295,14837,24692
1695,1695,2295,5488,10101
1696,1696,2295,5008,11026
1697,1697,2295,10767,22976
1698,1698,2295,8107,17760
1699,1699,2295,10454,20844
1700,1700,2286,7502,11403
1701,1701,2286,7888,18364
1702,1702,2286,9828,16506
1703,1703,2286,10799,19910
1704,1704,2276,12426,24777
1705,1705,2276,4706,13780
1706,1706,2276,8409,14449
1707,1707,2276,8065,17411
1708,1708,2276,7314,8328
1709,1709,2276,6166,8621
1710,1710,2276,5165,10347
1711,1711,2267,6364,17373
1712,1712,2267,5342,7517
1713,1713,2267,4361,11544
1714,1714,2267,5874,8281
1715,1715,2267,6865,15845
1716,1716,2267,7481,12544
1717,1717,2257,10809,17496
1718,1718,2257,8837,18515
1719,1719,2257,5352,13874
1720,1720,2257,9265,12950
1721,1721,2257,8910,14714
1722,1722,2257,6542,18477
1723,1723,2257,8795,16241
1724,1724,2257,7909,16251
1725,1725,2257,8858,15506
1726,1726,2247,6271,9149
1727,1727,2247,6302,11082
1728,1728,2247,6677,8536
1729,1729,2247,11706,15666
